seqnames	i	seqid	accession	matchnums_seqids_to_bigdf	Entry	Entry Name	Gene Names	Protein names	Organism	Organism (ID)	Reviewed	RefSeq	CDD	Pfam	Gene encoded by	Length	Mass	matchnums_seqids_to_bigdf	Entry	PDBsum	matchnums_seqids_to_bigdf	Entry	PDB	matchnums_seqids_to_bigdf	Entry	AlphaFoldDB	counts_identical_proteins	seqids_wGenBank_codes_txt	seqids_wGenBank_codes_counts
CAD76944_Planctomycetota_Rhodopirellula_baltica	265	CAD76944	Q7UKD7	287	Q7UKD7	Q7UKD7_RHOBA	tolQ RB10700	Probable TolQ	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_869566.1;WP_007324221.1;		PF01618;		235	25692	287	Q7UKD7	Q7UKD7	287	Q7UKD7	Q7UKD7	287	Q7UKD7	Q7UKD7;	4	WP_007324221.1	1
CAD77369_Planctomycetota_Rhodopirellula_baltica	266	CAD77369	Q7UJ89	286	Q7UJ89	Q7UJ89_RHOBA	RB12055	Probable tolQ-type transport protein	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	unreviewed	NP_870294.1;WP_011123551.1;		PF01618;		319	34238	286	Q7UJ89	Q7UJ89	286	Q7UJ89	Q7UJ89	286	Q7UJ89	Q7UJ89;	3	WP_011123551.1	1
CAL34348_Pseudomonadota_Campylobacter_jejuni	267	CAL34348	Q0PBW0	281	Q0PBW0	Q0PBW0_CAMJE	exbB1 Cj0179	Biopolymer transport protein	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222	unreviewed	WP_002857636.1;YP_002343637.1;		PF01618;		253	28406	281	Q0PBW0	Q0PBW0	281	Q0PBW0	Q0PBW0	281	Q0PBW0	Q0PBW0;	25322	YP_002343637.1,WP_002857636.1	2
CAL34488_Pseudomonadota_Campylobacter_jejuni	268	CAL34488	Q0PBH2	280	Q0PBH2	Q0PBH2_CAMJE	motA Cj0337c	Flagellar motor proton channel	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222	unreviewed	WP_002858693.1;YP_002343775.1;		PF01618;		258	28126	280	Q0PBH2	Q0PBH2	280	Q0PBH2	Q0PBH2	280	Q0PBH2	Q0PBH2;	45730	YP_002343775.1,WP_002858693.1	2
CCB87487_Chlamydiae_Parachlamydia_acanthamoebae	269	CCB87487	F8L2H4	269	F8L2H4	F8L2H4_PARAV	PUV_25370	MotA/TolQ/ExbB proton channel domain-containing protein	Parachlamydia acanthamoebae (strain UV7)	765952	unreviewed	WP_006342554.1;		PF01618;		218	23957	269	F8L2H4	F8L2H4	269	F8L2H4	F8L2H4	269	F8L2H4	F8L2H4;	4	WP_006342554.1	1
CCB87689_Chlamydiae_Parachlamydia_acanthamoebae	270	CCB87689	F8KVF9	268	F8KVF9	F8KVF9_PARAV	PUV_27390	MotA/TolQ/ExbB proton channel domain-containing protein	Parachlamydia acanthamoebae (strain UV7)	765952	unreviewed	WP_006340645.1;		PF01618;		241	27132	268	F8KVF9	F8KVF9	268	F8KVF9	F8KVF9	268	F8KVF9	F8KVF9;	3	WP_006340645.1	1
CCG56832_Spirochaetes_Brachyspira_pilosicoli	271	CCG56832	K0JIY1	273	K0JIY1	K0JIY1_BRAPL	exbB WESB_1364	Biopolymer transport protein ExbB	Brachyspira pilosicoli WesB	1161918	unreviewed	WP_013245210.1;		PF01618;		209	22454	273	K0JIY1	K0JIY1	273	K0JIY1	K0JIY1	273	K0JIY1	K0JIY1;	5	WP_013245210.1	1
CCG57546_Spirochaetes_Brachyspira_pilosicoli	272	CCG57546	K0JMI1	274	K0JMI1	K0JMI1_BRAPL	motA WESB_2082	Flagellar Motor Protein MotA	Brachyspira pilosicoli WesB	1161918	unreviewed	WP_013243716.1;		PF01618;		263	27822	274	K0JMI1	K0JMI1	274	K0JMI1	K0JMI1	274	K0JMI1	K0JMI1;	20	WP_013243716.1	1
CCW34551_Armatimonadetes_Chthonomonas_calidirosea	273	CCW34551	S0ET11	292	S0ET11	S0ET11_CHTCT	CCALI_00726	Flagellar motor stator protein MotA	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518	unreviewed	WP_016482113.1;		PF01618;PF20560;		292	31491	292	S0ET11	S0ET11	292	S0ET11	S0ET11	292	S0ET11	S0ET11;	4	WP_016482113.1	1
CCW35905_Armatimonadetes_Chthonomonas_calidirosea	274	CCW35905	S0EWZ2	293	S0EWZ2	S0EWZ2_CHTCT	CCALI_02098	Flagellar motor component	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518	unreviewed	WP_016483428.1;		PF01618;PF20560;		260	28073	293	S0EWZ2	S0EWZ2	293	S0EWZ2	S0EWZ2	293	S0EWZ2	S0EWZ2;	4	WP_016483428.1	1
CCW36281_Armatimonadetes_Chthonomonas_calidirosea	275	CCW36281	S0EWZ8	294	S0EWZ8	S0EWZ8_CHTCT	CCALI_02483	Biopolymer transport proteins	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518	unreviewed	WP_016483793.1;		PF01618;		206	22508	294	S0EWZ8	S0EWZ8	294	S0EWZ8	S0EWZ8	294	S0EWZ8	S0EWZ8;	5	WP_016483793.1	1
CDK97637_Pseudomonadota_Magnetospirillum_gryphiswaldense	276	CDK97637	V6EWZ5	184	V6EWZ5	V6EWZ5_MAGGM	exbB MGMSRv2__0422	Biopolymer transport protein ExbB	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	431944	unreviewed			PF01618;		229	24046	184	V6EWZ5	V6EWZ5	184	V6EWZ5	V6EWZ5	184	V6EWZ5	V6EWZ5;	2	WP_024078679.1	1
CDK97994_Pseudomonadota_Magnetospirillum_gryphiswaldense	277	CDK97994	V6EXR7	185	V6EXR7	V6EXR7_MAGGM	tolQ MGMSRv2__0779	Tol-Pal system protein TolQ	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	431944	unreviewed	WP_024079029.1;		PF01618;		241	26455	185	V6EXR7	V6EXR7	185	V6EXR7	V6EXR7	185	V6EXR7	V6EXR7;	4	WP_024079029.1	1
CDK98228_Pseudomonadota_Magnetospirillum_gryphiswaldense	278	CDK98228	V6F157	297	V6F157	V6F157_MAGGM	MGMSRv2__1013	Flagellar motor component	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	431944	unreviewed			PF01618;		266	29324	297	V6F157	V6F157	297	V6F157	V6F157	297	V6F157	V6F157;	2	WP_024079260.1	1
CDK98316_Pseudomonadota_Magnetospirillum_gryphiswaldense	279	CDK98316	V6F221	298	V6F221	V6F221_MAGGM	MGMSRv2__1101	Motility protein A	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	431944	unreviewed	WP_024079345.1;		PF01618;PF20560;		286	31395	298	V6F221	V6F221	298	V6F221	V6F221	298	V6F221	V6F221;	5	WP_024079345.1	1
EKT86397_Spirochaetes_Leptospira_santarosai	280	EKT86397	K8Y6Z6	278	K8Y6Z6	K8Y6Z6_9LEPT	LSS_12509	Biopolymer transporter ExbB	Leptospira santarosai serovar Shermani str. LT 821	758847	unreviewed	WP_004461041.1;		PF01618;		201	21972	278	K8Y6Z6	K8Y6Z6	278	K8Y6Z6	K8Y6Z6	278	K8Y6Z6	K8Y6Z6;	38	WP_004461041.1	1
EKT86693_Spirochaetes_Leptospira_santarosai	281	EKT86693	K8XZ17	275	K8XZ17	K8XZ17_9LEPT	LSS_11310	Flagellar motor protein MotP	Leptospira santarosai serovar Shermani str. LT 821	758847	unreviewed	WP_004460756.1;		PF01618;		260	27976	275	K8XZ17	K8XZ17	275	K8XZ17	K8XZ17	275	K8XZ17	K8XZ17;	55	WP_004460756.1	1
EKT87439_Spirochaetes_Leptospira_santarosai	282	EKT87439	K8Y1P6	276	K8Y1P6	K8Y1P6_9LEPT	LSS_07504	TolQ transporter	Leptospira santarosai serovar Shermani str. LT 821	758847	unreviewed	WP_004467752.1;		PF01618;		204	22272	276	K8Y1P6	K8Y1P6	276	K8Y1P6	K8Y1P6	276	K8Y1P6	K8Y1P6;	24	WP_004467752.1	1
EKT88184_Spirochaetes_Leptospira_santarosai	283	EKT88184	K8Y437	277	K8Y437	K8Y437_9LEPT	LSS_04329	Biopolymer transporter	Leptospira santarosai serovar Shermani str. LT 821	758847	unreviewed	WP_004458667.1;		PF01618;		266	28782	277	K8Y437	K8Y437	277	K8Y437	K8Y437	277	K8Y437	K8Y437;	45	WP_004458667.1	1
EKT88755_Spirochaetes_Leptospira_santarosai	284	EKT88755	K8YHL6	279	K8YHL6	K8YHL6_9LEPT	LSS_00345	Endoflagellar motor protein	Leptospira santarosai serovar Shermani str. LT 821	758847	unreviewed			PF01618;		252	27184	279	K8YHL6	K8YHL6	279	K8YHL6	K8YHL6	279	K8YHL6	K8YHL6;	3		0
QAR32385_Deferribacteres_Geovibrio_thiophilus	285	QAR32385	A0A3R5Y5T7	213	A0A3R5Y5T7	A0A3R5Y5T7_9BACT	EP073_02910	Motility protein A	Geovibrio thiophilus	139438	unreviewed			PF01618;		254	27389	213	A0A3R5Y5T7	A0A3R5Y5T7	213	A0A3R5Y5T7	A0A3R5Y5T7	213	A0A3R5Y5T7	A0A3R5Y5T7;	2	WP_128465672.1	1
QAR32927_Deferribacteres_Geovibrio_thiophilus	286	QAR32927	A0A410JXN1	215	A0A410JXN1	A0A410JXN1_9BACT	EP073_05755	MotA/TolQ/ExbB proton channel family protein	Geovibrio thiophilus	139438	unreviewed			PF01618;		207	22738	215	A0A410JXN1	A0A410JXN1	215	A0A410JXN1	A0A410JXN1	215	A0A410JXN1	A0A410JXN1;	2	WP_128466213.1	1
QAR33430_Deferribacteres_Geovibrio_thiophilus	287	QAR33430	A0A3R5Y7A3	214	A0A3R5Y7A3	A0A3R5Y7A3_9BACT	EP073_08460	MotA/TolQ/ExbB proton channel family protein	Geovibrio thiophilus	139438	unreviewed			PF01618;		203	22543	214	A0A3R5Y7A3	A0A3R5Y7A3	214	A0A3R5Y7A3	A0A3R5Y7A3	214	A0A3R5Y7A3	A0A3R5Y7A3;	2	WP_128466716.1	1
QAR33784_Deferribacteres_Geovibrio_thiophilus	288	QAR33784	A0A3R5UYT2	173	A0A3R5UYT2	A0A3R5UYT2_9BACT	EP073_10320	MotA/TolQ/ExbB proton channel domain-containing protein	Geovibrio thiophilus	139438	unreviewed			PF01618;		452	49300	173	A0A3R5UYT2	A0A3R5UYT2	173	A0A3R5UYT2	A0A3R5UYT2	173	A0A3R5UYT2	A0A3R5UYT2;	2	WP_128467070.1	1
QAT17178_Candidatus	289	QAT17178	A0A410P518	216	A0A410P518	A0A410P518_VELA1	BU251_05250	MotA/TolQ/ExbB proton channel domain-containing protein	Velamenicoccus archaeovorus	1930593	unreviewed			PF01618;		231	26270	216	A0A410P518	A0A410P518	216	A0A410P518	A0A410P518	216	A0A410P518	A0A410P518;	2	WP_128699882.1	1
QAT17590_Candidatus	290	QAT17590	A0A410P605	217	A0A410P605	A0A410P605_VELA1	BU251_07595	Ferric siderophore transport system, biopolymer transport protein ExbB	Velamenicoccus archaeovorus	1930593	unreviewed			PF01618;		206	22948	217	A0A410P605	A0A410P605	217	A0A410P605	A0A410P605	217	A0A410P605	A0A410P605;	3	WP_128700482.1	1
QAT61614_Bacillota_Acidilutibacter_cellobiosedens	291	QAT61614	A0A410QCM6	218	A0A410QCM6	A0A410QCM6_9FIRM	EQM13_08465	Motility protein A	Acidilutibacter cellobiosedens	2507161	unreviewed	WP_071138761.1;		PF01618;		265	29186	218	A0A410QCM6	A0A410QCM6	218	A0A410QCM6	A0A410QCM6	218	A0A410QCM6	A0A410QCM6;	4	WP_071138761.1	1
QAT63225_Bacillota_Acidilutibacter_cellobiosedens	292	QAT63225	A0A410QH22	219	A0A410QH22	A0A410QH22_9FIRM	EQM13_17480	Motility protein A	Acidilutibacter cellobiosedens	2507161	unreviewed			PF01618;PF20560;		269	30225	219	A0A410QH22	A0A410QH22	219	A0A410QH22	A0A410QH22	219	A0A410QH22	A0A410QH22;	4	WP_083381805.1	1
QDU25289_Planctomycetota_Anatilimnocola_aggregata	293	QDU25289	A0A517Y4W7	221	A0A517Y4W7	A0A517Y4W7_9BACT	lafT ETAA8_03530	Chemotaxis protein LafT	Anatilimnocola aggregata	2528021	unreviewed			PF01618;PF20560;		287	30696	221	A0A517Y4W7	A0A517Y4W7	221	A0A517Y4W7	A0A517Y4W7	221	A0A517Y4W7	A0A517Y4W7;	2	WP_145083996.1	1
QDU25322_Planctomycetota_Anatilimnocola_aggregata	294	QDU25322	A0A517Y5C3	222	A0A517Y5C3	A0A517Y5C3_9BACT	exbB_1 ETAA8_03870	Biopolymer transport protein ExbB	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		267	28810	222	A0A517Y5C3	A0A517Y5C3	222	A0A517Y5C3	A0A517Y5C3	222	A0A517Y5C3	A0A517Y5C3;	2	WP_145084081.1	1
QDU25761_Planctomycetota_Anatilimnocola_aggregata	295	QDU25761	A0A517Y6A5	223	A0A517Y6A5	A0A517Y6A5_9BACT	exbB_2 ETAA8_08320	Biopolymer transport protein ExbB	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		269	28538	223	A0A517Y6A5	A0A517Y6A5	223	A0A517Y6A5	A0A517Y6A5	223	A0A517Y6A5	A0A517Y6A5;	2	WP_145085238.1	1
QDU26963_Planctomycetota_Anatilimnocola_aggregata	296	QDU26963	A0A517Y9P8	224	A0A517Y9P8	A0A517Y9P8_9BACT	pomA ETAA8_20470	Chemotaxis protein PomA	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		258	27612	224	A0A517Y9P8	A0A517Y9P8	224	A0A517Y9P8	A0A517Y9P8	224	A0A517Y9P8	A0A517Y9P8;	2	WP_145087843.1	1
QDU27583_Planctomycetota_Anatilimnocola_aggregata	297	QDU27583	A0A517YBF1	225	A0A517YBF1	A0A517YBF1_9BACT	ETAA8_26710	Colicin uptake protein TolQ	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		213	23723	225	A0A517YBF1	A0A517YBF1	225	A0A517YBF1	A0A517YBF1	225	A0A517YBF1	A0A517YBF1;	2	WP_145088523.1	1
QDU29130_Planctomycetota_Anatilimnocola_aggregata	298	QDU29130	A0A517YFX4	226	A0A517YFX4	A0A517YFX4_9BACT	ETAA8_42370	Colicin uptake protein TolQ	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		316	34115	226	A0A517YFX4	A0A517YFX4	226	A0A517YFX4	A0A517YFX4	226	A0A517YFX4	A0A517YFX4;	2	WP_145092494.1	1
QDU30851_Planctomycetota_Anatilimnocola_aggregata	299	QDU30851	A0A517YKU7	227	A0A517YKU7	A0A517YKU7_9BACT	exbB_3 ETAA8_60000	Biopolymer transport protein ExbB	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		305	32359	227	A0A517YKU7	A0A517YKU7	227	A0A517YKU7	A0A517YKU7	227	A0A517YKU7	A0A517YKU7;	1		0
QDU31292_Planctomycetota_Anatilimnocola_aggregata	300	QDU31292	A0A517YM45	228	A0A517YM45	A0A517YM45_9BACT	exbB_4 ETAA8_64450	Biopolymer transport protein ExbB	Anatilimnocola aggregata	2528021	unreviewed			PF01618;		350	36654	228	A0A517YM45	A0A517YM45	228	A0A517YM45	A0A517YM45	228	A0A517YM45	A0A517YM45;	2	WP_202921369.1	1
QDU92956_Planctomycetota_Lignipirellula_cremea	301	QDU92956	A0A518DM89	174	A0A518DM89	A0A518DM89_9BACT	exbB_1 Pla8534_07290	Biopolymer transport protein ExbB	Lignipirellula cremea	2528010	unreviewed			PF01618;		333	35016	174	A0A518DM89	A0A518DM89	174	A0A518DM89	A0A518DM89	174	A0A518DM89	A0A518DM89;	2	WP_197442978.1	1
QDU93364_Planctomycetota_Lignipirellula_cremea	302	QDU93364	A0A518DNE8	175	A0A518DNE8	A0A518DNE8_9BACT	exbB_2 Pla8534_11440	Biopolymer transport protein ExbB	Lignipirellula cremea	2528010	unreviewed			PF01618;		307	32705	175	A0A518DNE8	A0A518DNE8	175	A0A518DNE8	A0A518DNE8	175	A0A518DNE8	A0A518DNE8;	1		0
QDU94732_Planctomycetota_Lignipirellula_cremea	303	QDU94732	A0A518DSB3	229	A0A518DSB3	A0A518DSB3_9BACT	Pla8534_25380	Colicin uptake protein TolQ	Lignipirellula cremea	2528010	unreviewed			PF01618;		214	23981	229	A0A518DSB3	A0A518DSB3	229	A0A518DSB3	A0A518DSB3	229	A0A518DSB3	A0A518DSB3;	2	WP_145053389.1	1
QDU94893_Planctomycetota_Lignipirellula_cremea	304	QDU94893	A0A518DSS8	230	A0A518DSS8	A0A518DSS8_9BACT	exbB_3 Pla8534_27010	Biopolymer transport protein ExbB	Lignipirellula cremea	2528010	unreviewed			PF01618;		281	30251	230	A0A518DSS8	A0A518DSS8	230	A0A518DSS8	A0A518DSS8	230	A0A518DSS8	A0A518DSS8;	2	WP_231756605.1	1
QDU97593_Planctomycetota_Lignipirellula_cremea	305	QDU97593	A0A518E0I2	231	A0A518E0I2	A0A518E0I2_9BACT	pomA Pla8534_54430	Chemotaxis protein PomA	Lignipirellula cremea	2528010	unreviewed			PF01618;		256	27376	231	A0A518E0I2	A0A518E0I2	231	A0A518E0I2	A0A518E0I2	231	A0A518E0I2	A0A518E0I2;	2	WP_145056358.1	1
QDU98188_Planctomycetota_Lignipirellula_cremea	306	QDU98188	A0A518E266	232	A0A518E266	A0A518E266_9BACT	exbB_4 Pla8534_60490	Biopolymer transport protein ExbB	Lignipirellula cremea	2528010	unreviewed			PF01618;		284	30523	232	A0A518E266	A0A518E266	232	A0A518E266	A0A518E266	232	A0A518E266	A0A518E266;	2	WP_231756435.1	1
QDU98468_Planctomycetota_Lignipirellula_cremea	307	QDU98468	A0A518E307	176	A0A518E307	A0A518E307_9BACT	exbB_5 Pla8534_63360	Biopolymer transport protein ExbB	Lignipirellula cremea	2528010	unreviewed			PF01618;		257	26850	176	A0A518E307	A0A518E307	176	A0A518E307	A0A518E307	176	A0A518E307	A0A518E307;	1		0
QDU99088_Planctomycetota_Lignipirellula_cremea	308	QDU99088	A0A518E4U0	233	A0A518E4U0	A0A518E4U0_9BACT	Pla8534_69990	Colicin uptake protein TolQ	Lignipirellula cremea	2528010	unreviewed			PF01618;		313	33628	233	A0A518E4U0	A0A518E4U0	233	A0A518E4U0	A0A518E4U0	233	A0A518E4U0	A0A518E4U0;	2	WP_145058834.1	1
QEO41016_Pseudomonadota_Vibrio_cholerae	309	QEO41016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2748	WP_000123083.1	1
QEO41881_Pseudomonadota_Vibrio_cholerae	310	QEO41881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4970		0
QEO43084_Pseudomonadota_Vibrio_cholerae	311	QEO43084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4710	WP_000445085.1	1
QFG02534_Chloroflexi_Tepidiforma_bonchosmolovskayae	312	QFG02534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	WP_158066462.1	1
QIZ70555_Cyanobacteria_Oxynema_aestuarii	313	QIZ70555	A0A6H1TVS8	234	A0A6H1TVS8	A0A6H1TVS8_9CYAN	HCG48_08145	MotA/TolQ/ExbB proton channel family protein	Oxynema aestuarii AP17	2064643	unreviewed			PF01618;		215	23788	234	A0A6H1TVS8	A0A6H1TVS8	234	A0A6H1TVS8	A0A6H1TVS8	234	A0A6H1TVS8	A0A6H1TVS8;	2	WP_168568710.1	1
QIZ71789_Cyanobacteria_Oxynema_aestuarii	314	QIZ71789	A0A6H1U2E3	235	A0A6H1U2E3	A0A6H1U2E3_9CYAN	HCG48_15365	MotA/TolQ/ExbB proton channel family protein	Oxynema aestuarii AP17	2064643	unreviewed			PF01618;		265	29126	235	A0A6H1U2E3	A0A6H1U2E3	235	A0A6H1U2E3	A0A6H1U2E3	235	A0A6H1U2E3	A0A6H1U2E3;	3	WP_168569941.1	1
QJE95191_Verrucomicrobia_Luteolibacter_luteus	315	QJE95191	A0A858RF03	179	A0A858RF03	A0A858RF03_9BACT	HHL09_05180	MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	2728835	unreviewed			PF01618;		274	29659	179	A0A858RF03	A0A858RF03	179	A0A858RF03	A0A858RF03	179	A0A858RF03	A0A858RF03;	2	WP_169453412.1	1
QJE97269_Verrucomicrobia_Luteolibacter_luteus	316	QJE97269	A0A858RLL0	256	A0A858RLL0	A0A858RLL0_9BACT	HHL09_16225	MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	2728835	unreviewed			PF01618;		232	24653	256	A0A858RLL0	A0A858RLL0	256	A0A858RLL0	A0A858RLL0	256	A0A858RLL0	A0A858RLL0;	2	WP_169455669.1	1
QJE97381_Verrucomicrobia_Luteolibacter_luteus	317	QJE97381	A0A858RL97	255	A0A858RL97	A0A858RL97_9BACT	HHL09_16835	MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	2728835	unreviewed			PF01618;		231	25593	255	A0A858RL97	A0A858RL97	255	A0A858RL97	A0A858RL97	255	A0A858RL97	A0A858RL97;	2	WP_169455781.1	1
QJE97562_Verrucomicrobia_Luteolibacter_luteus	318	QJE97562	A0A858RL38	254	A0A858RL38	A0A858RL38_9BACT	HHL09_17835	MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	2728835	unreviewed			PF01618;		260	27567	254	A0A858RL38	A0A858RL38	254	A0A858RL38	A0A858RL38	254	A0A858RL38	A0A858RL38;	2	WP_169455988.1	1
QJE97567_Verrucomicrobia_Luteolibacter_luteus	319	QJE97567	A0A858RKV4	253	A0A858RKV4	A0A858RKV4_9BACT	HHL09_17860	MotA/TolQ/ExbB proton channel family protein	Luteolibacter luteus	2728835	unreviewed			PF01618;		222	24527	253	A0A858RKV4	A0A858RKV4	253	A0A858RKV4	A0A858RKV4	253	A0A858RKV4	A0A858RKV4;	2	WP_169455993.1	1
QJE97904_Verrucomicrobia_Luteolibacter_luteus	320	QJE97904	A0A858RN35	257	A0A858RN35	A0A858RN35_9BACT	HHL09_19645	DUF2341 domain-containing protein	Luteolibacter luteus	2728835	unreviewed			PF10102;PF13385;PF01618;		607	63959	257	A0A858RN35	A0A858RN35	257	A0A858RN35	A0A858RN35	257	A0A858RN35	A0A858RN35;	2	WP_169456330.1	1
QJR34785_Gemmatimonadetes_Gemmatimonas_groenlandica	321	QJR34785	A0A6M4IL47	236	A0A6M4IL47	A0A6M4IL47_9BACT	HKW67_04265	Flagellar motor protein MotA	Gemmatimonas groenlandica	2732249	unreviewed			PF01618;		243	26225	236	A0A6M4IL47	A0A6M4IL47	236	A0A6M4IL47	A0A6M4IL47	236	A0A6M4IL47	A0A6M4IL47;	2	WP_171224213.1	1
QJR34845_Gemmatimonadetes_Gemmatimonas_groenlandica	322	QJR34845	A0A6M4ILD5	237	A0A6M4ILD5	A0A6M4ILD5_9BACT	HKW67_04610	MotA/TolQ/ExbB proton channel domain-containing protein	Gemmatimonas groenlandica	2732249	unreviewed			PF01618;		246	25890	237	A0A6M4ILD5	A0A6M4ILD5	237	A0A6M4ILD5	A0A6M4ILD5	237	A0A6M4ILD5	A0A6M4ILD5;	2	WP_171224272.1	1
QJR36484_Gemmatimonadetes_Gemmatimonas_groenlandica	323	QJR36484	A0A6M4INA7	238	A0A6M4INA7	A0A6M4INA7_9BACT	motA HKW67_13705	Flagellar motor stator protein MotA	Gemmatimonas groenlandica	2732249	unreviewed			PF01618;PF20560;		285	30219	238	A0A6M4INA7	A0A6M4INA7	238	A0A6M4INA7	A0A6M4INA7	238	A0A6M4INA7	A0A6M4INA7;	2	WP_171225916.1	1
QKY92913_Pseudomonadota_Shigella_sonnei	324	QKY92913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256018	NP_308799.1,WP_000131314.1	2
QKY94846_Pseudomonadota_Shigella_sonnei	325	QKY94846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	277791	NP_311917.1,WP_000527844.1	2
QKY95842_Pseudomonadota_Shigella_sonnei	326	QKY95842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2338	WP_000906329.1	1
QNQ08778_Pseudomonadota_Sphingomonas_alpina	327	QNQ08778	A0A7H0LGH5	177	A0A7H0LGH5	A0A7H0LGH5_9SPHN	tolQ H3Z74_18945	Protein TolQ	Sphingomonas alpina	653931	unreviewed			PF01618;		232	25213	177	A0A7H0LGH5	A0A7H0LGH5	177	A0A7H0LGH5	A0A7H0LGH5	177	A0A7H0LGH5	A0A7H0LGH5;	2	WP_187761105.1	1
QNQ09341_Pseudomonadota_Sphingomonas_alpina	328	QNQ09341	A0A7H0LI38	244	A0A7H0LI38	A0A7H0LI38_9SPHN	motA H3Z74_22190	Flagellar motor stator protein MotA	Sphingomonas alpina	653931	unreviewed			PF01618;PF20560;		287	30167	244	A0A7H0LI38	A0A7H0LI38	244	A0A7H0LI38	A0A7H0LI38	244	A0A7H0LI38	A0A7H0LI38;	2	WP_187761656.1	1
QNQ10683_Pseudomonadota_Sphingomonas_alpina	329	QNQ10683	A0A7H0LLY0	178	A0A7H0LLY0	A0A7H0LLY0_9SPHN	H3Z74_05660	Biopolymer transport protein ExbB	Sphingomonas alpina	653931	unreviewed			PF01618;		256	26844	178	A0A7H0LLY0	A0A7H0LLY0	178	A0A7H0LLY0	A0A7H0LLY0	178	A0A7H0LLY0	A0A7H0LLY0;	2	WP_187762974.1	1
QNQ12173_Pseudomonadota_Sphingomonas_alpina	330	QNQ12173	A0A7H0LR70	245	A0A7H0LR70	A0A7H0LR70_9SPHN	H3Z74_22130	MotA/TolQ/ExbB proton channel family protein	Sphingomonas alpina	653931	unreviewed			PF01618;		221	22970	245	A0A7H0LR70	A0A7H0LR70	245	A0A7H0LR70	A0A7H0LR70	245	A0A7H0LR70	A0A7H0LR70;	1		0
QOY85080_Acidobacteria_Paludibaculum_fermentans	331	QOY85080	A0A7S7NK79	246	A0A7S7NK79	A0A7S7NK79_9BACT	motA IRI77_19770	Flagellar motor stator protein MotA	Paludibaculum fermentans	1473598	unreviewed			PF01618;PF20560;		290	30842	246	A0A7S7NK79	A0A7S7NK79	246	A0A7S7NK79	A0A7S7NK79	246	A0A7S7NK79	A0A7S7NK79;	2	WP_194446750.1	1
QOY85398_Acidobacteria_Paludibaculum_fermentans	332	QOY85398	A0A7S7NKM6	247	A0A7S7NKM6	A0A7S7NKM6_9BACT	IRI77_21495	Flagellar motor protein	Paludibaculum fermentans	1473598	unreviewed			PF01618;PF20560;		292	30850	247	A0A7S7NKM6	A0A7S7NKM6	247	A0A7S7NKM6	A0A7S7NKM6	247	A0A7S7NKM6	A0A7S7NKM6;	2	WP_194447068.1	1
