fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
AGG30445.1 MotA/TolQ/ExbB proton channel family protein [Morganella morganii subsp. morganii KT]|GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2	ASM28643v2	AGG30445.1	AGG30445.1 MotA/TolQ/ExbB proton channel family protein	Morganella morganii subsp. morganii KT	Morganella	morganii	subsp. morganii KT
AGG30804.1 Flagellar motor rotation protein MotA [Morganella morganii subsp. morganii KT]|GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2	ASM28643v2	AGG30804.1	AGG30804.1 Flagellar motor rotation protein MotA	Morganella morganii subsp. morganii KT	Morganella	morganii	subsp. morganii KT
ABS64494.1 MotA/TolQ/ExbB proton channel [Parvibaculum lavamentivorans DS-1]|GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1	ASM1756v1	ABS64494.1	ABS64494.1 MotA/TolQ/ExbB proton channel	Parvibaculum lavamentivorans DS-1	Parvibaculum	lavamentivorans	DS-1
GHD90461.1 flagellar motor protein MotA [Pseudocitrobacter faecalis]|GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD90461.1	GHD90461.1 flagellar motor protein MotA	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
ABM18827.1 MotA/TolQ/ExbB proton channel [Marinobacter nauticus VT8]|GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM18827.1	ABM18827.1 MotA/TolQ/ExbB proton channel	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
CCG95042.1 putative tolQ-type transport protein precursor [Marinobacter nauticus ATCC 49840]|GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1	ASM28461v1	CCG95042.1	CCG95042.1 putative tolQ-type transport protein precursor	Marinobacter nauticus ATCC 49840	Marinobacter	nauticus	ATCC 49840
GAC35712.1 biopolymer transport protein TolQ [Paraglaciecola psychrophila 170]|GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC35712.1	GAC35712.1 biopolymer transport protein TolQ	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
ABA57346.1 MotA/TolQ/ExbB proton channel [Nitrosococcus oceani ATCC 19707]|GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA57346.1	ABA57346.1 MotA/TolQ/ExbB proton channel	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
KOR05141.1 flagellar motor protein MotA [Pluralibacter gergoviae]|GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1	ASM127641v1	KOR05141.1	KOR05141.1 flagellar motor protein MotA	Pluralibacter gergoviae	Pluralibacter	gergoviae	
QCG47006.1 flagellar motor protein [Aeromonas schubertii]|GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1	ASM491948v1	QCG47006.1	QCG47006.1 flagellar motor protein	Aeromonas schubertii	Aeromonas	schubertii	
EEQ10987.1 hypothetical protein ymoll0001_33250 [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ10987.1	EEQ10987.1 hypothetical protein ymoll0001_33250	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
AGH79162.1 flagellar motor protein MotA [Xanthomonas axonopodis Xac29-1]|GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1	ASM34858v1	AGH79162.1	AGH79162.1 flagellar motor protein MotA	Xanthomonas axonopodis Xac29-1	Xanthomonas	axonopodis	Xac29-1
ADE10782.1 MotA/TolQ/ExbB proton channel [Sideroxydans lithotrophicus ES-1]|GCA_000025705.1_ASM2570v1_protein	GCA_000025705.1_ASM2570v1_protein	GCA_000025705.1	ASM2570v1	ADE10782.1	ADE10782.1 MotA/TolQ/ExbB proton channel	Sideroxydans lithotrophicus ES-1	Sideroxydans	lithotrophicus	ES-1
AOP58989.1 flagellar motor protein [Pseudomonas aeruginosa]|GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1	ASM172950v1	AOP58989.1	AOP58989.1 flagellar motor protein	Pseudomonas aeruginosa	Pseudomonas	aeruginosa	
ADP97830.1 MotA/TolQ/ExbB proton channel family protein [Marinobacter adhaerens HP15]|GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1	ASM16629v1	ADP97830.1	ADP97830.1 MotA/TolQ/ExbB proton channel family protein	Marinobacter adhaerens HP15	Marinobacter	adhaerens	HP15
EHJ06609.1 MotA/TolQ/ExbB proton channel [Marinobacter manganoxydans MnI7-9]|GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2	ASM23562v1	EHJ06609.1	EHJ06609.1 MotA/TolQ/ExbB proton channel	Marinobacter manganoxydans MnI7-9	Marinobacter	manganoxydans	MnI7-9
AAS71482.1 chemotaxis motility protein A [Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130]|GCA_000007685.1_ASM768v1_protein	GCA_000007685.1_ASM768v1_protein	GCA_000007685.1	ASM768v1	AAS71482.1	AAS71482.1 chemotaxis motility protein A	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	Leptospira	interrogans	serovar Copenhageni str. Fiocruz L1-130
AAC74960.1 motility protein A [Escherichia coli str. K-12 substr. MG1655]|GCA_000005845.2_ASM584v2_protein	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC74960.1	AAC74960.1 motility protein A	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
AAY36681.1 MotA/TolQ/ExbB proton channel [Pseudomonas syringae pv. syringae B728a]|GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1	ASM1224v1	AAY36681.1	AAY36681.1 MotA/TolQ/ExbB proton channel	Pseudomonas syringae pv. syringae B728a	Pseudomonas	syringae	pv. syringae B728a
ACL72428.1 MotA/TolQ/ExbB proton channel [Thioalkalivibrio sulfidiphilus HL-EbGr7]|GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL72428.1	ACL72428.1 MotA/TolQ/ExbB proton channel	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
ADE10800.1 MotA/TolQ/ExbB proton channel [Sideroxydans lithotrophicus ES-1]|GCA_000025705.1_ASM2570v1_protein	GCA_000025705.1_ASM2570v1_protein	GCA_000025705.1	ASM2570v1	ADE10800.1	ADE10800.1 MotA/TolQ/ExbB proton channel	Sideroxydans lithotrophicus ES-1	Sideroxydans	lithotrophicus	ES-1
AHF75241.1 Chemotaxis protein [Sodalis praecaptivus]|GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF75241.1	AHF75241.1 Chemotaxis protein	Sodalis praecaptivus	Sodalis	praecaptivus	
EAS76273.1 flagellar motor protein [Vibrio alginolyticus 12G01]|GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1	ASM15350v1	EAS76273.1	EAS76273.1 flagellar motor protein	Vibrio alginolyticus 12G01	Vibrio	alginolyticus	12G01
CAJ49280.1 chemotaxis protein [Bordetella avium 197N]|GCA_000070465.1_ASM7046v1_protein	GCA_000070465.1_ASM7046v1_protein	GCA_000070465.1	ASM7046v1	CAJ49280.1	CAJ49280.1 chemotaxis protein	Bordetella avium 197N	Bordetella	avium	197N
EAP91937.1 flagellar motor protein [Vibrio splendidus 12B01]|GCA_000152765.1_ASM15276v1_protein	GCA_000152765.1_ASM15276v1_protein	GCA_000152765.1	ASM15276v1	EAP91937.1	EAP91937.1 flagellar motor protein	Vibrio splendidus 12B01	Vibrio	splendidus	12B01
ABM18786.1 Cell division and transport-associated protein TolQ [Marinobacter nauticus VT8]|GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM18786.1	ABM18786.1 Cell division and transport-associated protein TolQ	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
ADZ91239.1 MotA/TolQ/ExbB proton channel [Marinomonas mediterranea MMB-1]|GCA_000192865.1_ASM19286v1_protein	GCA_000192865.1_ASM19286v1_protein	GCA_000192865.1	ASM19286v1	ADZ91239.1	ADZ91239.1 MotA/TolQ/ExbB proton channel	Marinomonas mediterranea MMB-1	Marinomonas	mediterranea	MMB-1
KTS01372.1 flagellar motor protein MotA [Pantoea dispersa]|GCA_001476295.1_ASM147629v1_protein	GCA_001476295.1_ASM147629v1_protein	GCA_001476295.1	ASM147629v1	KTS01372.1	KTS01372.1 flagellar motor protein MotA	Pantoea dispersa	Pantoea	dispersa	
EGW22187.1 MotA/TolQ/ExbB proton channel [Methylobacter tundripaludum SV96]|GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3	ASM19075v3	EGW22187.1	EGW22187.1 MotA/TolQ/ExbB proton channel	Methylobacter tundripaludum SV96	Methylobacter	tundripaludum	SV96
CNK50903.1 colicin uptake protein TolQ [Yersinia frederiksenii]|GCA_001171065.1_4840_6_7_protein	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK50903.1	CNK50903.1 colicin uptake protein TolQ	Yersinia frederiksenii	Yersinia	frederiksenii	
KGA74186.1 protein TolQ [Yersinia enterocolitica]|GCA_000755055.1_YEG_1_protein	GCA_000755055.1_YEG_1_protein	GCA_000755055.1	YEG	KGA74186.1	KGA74186.1 protein TolQ	Yersinia enterocolitica	Yersinia	enterocolitica	
CAE11089.1 MOTILITY PROTEIN A-FLAGELLAR MOTOR COMPONENT [Wolinella succinogenes]|GCA_000196135.1_ASM19613v1_protein	GCA_000196135.1_ASM19613v1_protein	GCA_000196135.1	ASM19613v1	CAE11089.1	CAE11089.1 MOTILITY PROTEIN A-FLAGELLAR MOTOR COMPONENT	Wolinella succinogenes	Wolinella	succinogenes	
AGH77405.1 flagellar motor protein [Xanthomonas axonopodis Xac29-1]|GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1	ASM34858v1	AGH77405.1	AGH77405.1 flagellar motor protein	Xanthomonas axonopodis Xac29-1	Xanthomonas	axonopodis	Xac29-1
ADP98274.1 flagellar motor protein MotA [Marinobacter adhaerens HP15]|GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1	ASM16629v1	ADP98274.1	ADP98274.1 flagellar motor protein MotA	Marinobacter adhaerens HP15	Marinobacter	adhaerens	HP15
EHJ04192.1 flagellar motor component [Marinobacter manganoxydans MnI7-9]|GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2	ASM23562v1	EHJ04192.1	EHJ04192.1 flagellar motor component	Marinobacter manganoxydans MnI7-9	Marinobacter	manganoxydans	MnI7-9
ACI21187.1 chemotaxis MotA protein [Thermodesulfovibrio yellowstonii DSM 11347]|GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1	ASM2098v1	ACI21187.1	ACI21187.1 chemotaxis MotA protein	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	yellowstonii	DSM 11347
AAQ58696.1 chemotaxis motA protein [Chromobacterium violaceum ATCC 12472]|GCA_000007705.1_ASM770v1_protein	GCA_000007705.1_ASM770v1_protein	GCA_000007705.1	ASM770v1	AAQ58696.1	AAQ58696.1 chemotaxis motA protein	Chromobacterium violaceum ATCC 12472	Chromobacterium	violaceum	ATCC 12472
CFQ32560.1 colicin uptake protein TolQ [Yersinia bercovieri]|GCA_001319955.1_5139_5_3_protein	GCA_001319955.1_5139_5_3_protein	GCA_001319955.1	5139	CFQ32560.1	CFQ32560.1 colicin uptake protein TolQ	Yersinia bercovieri	Yersinia	bercovieri	
EEQ10196.1 hypothetical protein ymoll0001_12410 [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ10196.1	EEQ10196.1 hypothetical protein ymoll0001_12410	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
BAC93635.1 flagellar motor component [Vibrio vulnificus YJ016]|GCA_000009745.1_ASM974v1_protein	GCA_000009745.1_ASM974v1_protein	GCA_000009745.1	ASM974v1	BAC93635.1	BAC93635.1 flagellar motor component	Vibrio vulnificus YJ016	Vibrio	vulnificus	YJ016
AMO83554.1 flagellar motor stator protein MotA [Obesumbacterium proteus]|GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1	ASM158616v1	AMO83554.1	AMO83554.1 flagellar motor stator protein MotA	Obesumbacterium proteus	Obesumbacterium	proteus	
EGO64297.1 flagellar motor protein MotA [Acetonema longum DSM 6540]|GCA_000219125.2_ASM21912v1_protein	GCA_000219125.2_ASM21912v1_protein	GCA_000219125.2	ASM21912v1	EGO64297.1	EGO64297.1 flagellar motor protein MotA	Acetonema longum DSM 6540	Acetonema	longum	DSM 6540
AOU49318.1 flagellar motor protein [Legionella pneumophila]|GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1	ASM175308v1	AOU49318.1	AOU49318.1 flagellar motor protein	Legionella pneumophila	Legionella	pneumophila	
AOP57473.1 biopolymer transporter ExbB [Pseudomonas aeruginosa]|GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1	ASM172950v1	AOP57473.1	AOP57473.1 biopolymer transporter ExbB	Pseudomonas aeruginosa	Pseudomonas	aeruginosa	
TCV98021.1 cell division and transport-associated protein TolQ [Biostraticola tofi]|GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1	ASM434319v1	TCV98021.1	TCV98021.1 cell division and transport-associated protein TolQ	Biostraticola tofi	Biostraticola	tofi	
ACM93313.1 motility protein A-flagellar motor component [Nautilia profundicola AmH]|GCA_000021725.1_ASM2172v1_protein	GCA_000021725.1_ASM2172v1_protein	GCA_000021725.1	ASM2172v1	ACM93313.1	ACM93313.1 motility protein A-flagellar motor component	Nautilia profundicola AmH	Nautilia	profundicola	AmH
UXK07481.1 flagellar motor protein PomA [Shewanella putrefaciens]|GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1	ASM2540287v1	UXK07481.1	UXK07481.1 flagellar motor protein PomA	Shewanella putrefaciens	Shewanella	putrefaciens	
EHM44252.1 flagellar motor stator protein MotA [Hafnia alvei ATCC 51873]|GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1	ASM23925v1	EHM44252.1	EHM44252.1 flagellar motor stator protein MotA	Hafnia alvei ATCC 51873	Hafnia	alvei	ATCC 51873
AMO81194.1 flagellar motor stator protein MotA [Obesumbacterium proteus]|GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1	ASM158616v1	AMO81194.1	AMO81194.1 flagellar motor stator protein MotA	Obesumbacterium proteus	Obesumbacterium	proteus	
AAV82967.1 Flagellar motor component [Idiomarina loihiensis L2TR]|GCA_000008465.1_ASM846v1_protein	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV82967.1	AAV82967.1 Flagellar motor component	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
ACT48178.1 MotA/TolQ/ExbB proton channel [Methylotenera mobilis JLW8]|GCA_000023705.1_ASM2370v1_protein	GCA_000023705.1_ASM2370v1_protein	GCA_000023705.1	ASM2370v1	ACT48178.1	ACT48178.1 MotA/TolQ/ExbB proton channel	Methylotenera mobilis JLW8	Methylotenera	mobilis	JLW8
AOP60447.1 flagellar motor stator protein MotA [Pseudomonas aeruginosa]|GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1_ASM172950v1_protein	GCA_001729505.1	ASM172950v1	AOP60447.1	AOP60447.1 flagellar motor stator protein MotA	Pseudomonas aeruginosa	Pseudomonas	aeruginosa	
AAQ59698.1 chemotaxis motA protein [Chromobacterium violaceum ATCC 12472]|GCA_000007705.1_ASM770v1_protein	GCA_000007705.1_ASM770v1_protein	GCA_000007705.1	ASM770v1	AAQ59698.1	AAQ59698.1 chemotaxis motA protein	Chromobacterium violaceum ATCC 12472	Chromobacterium	violaceum	ATCC 12472
ABE50216.1 MotA/TolQ/ExbB proton channel [Methylobacillus flagellatus KT]|GCA_000013705.1_ASM1370v1_protein	GCA_000013705.1_ASM1370v1_protein	GCA_000013705.1	ASM1370v1	ABE50216.1	ABE50216.1 MotA/TolQ/ExbB proton channel	Methylobacillus flagellatus KT	Methylobacillus	flagellatus	KT
AAY38464.1 MotA/TolQ/ExbB proton channel [Pseudomonas syringae pv. syringae B728a]|GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1	ASM1224v1	AAY38464.1	AAY38464.1 MotA/TolQ/ExbB proton channel	Pseudomonas syringae pv. syringae B728a	Pseudomonas	syringae	pv. syringae B728a
AAF94054.1 chemotaxis protein PomA [Vibrio cholerae O1 biovar El Tor str. N16961]|GCA_000006745.1_ASM674v1_protein	GCA_000006745.1_ASM674v1_protein	GCA_000006745.1	ASM674v1	AAF94054.1	AAF94054.1 chemotaxis protein PomA	Vibrio cholerae O1 biovar El Tor str. N16961	Vibrio	cholerae	O1 biovar El Tor str. N16961
ORN02638.1 flagellar motor stator protein MotA [Pantoea septica]|GCA_002095575.1_ASM209557v1_protein	GCA_002095575.1_ASM209557v1_protein	GCA_002095575.1	ASM209557v1	ORN02638.1	ORN02638.1 flagellar motor stator protein MotA	Pantoea septica	Pantoea	septica	
AAZ97203.1 chemotaxis transmembrane protein MotA [Thiobacillus denitrificans ATCC 25259]|GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1	ASM1274v1	AAZ97203.1	AAZ97203.1 chemotaxis transmembrane protein MotA	Thiobacillus denitrificans ATCC 25259	Thiobacillus	denitrificans	ATCC 25259
AAC73831.1 Tol-Pal system protein TolQ [Escherichia coli str. K-12 substr. MG1655]|GCA_000005845.2_ASM584v2_protein	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC73831.1	AAC73831.1 Tol-Pal system protein TolQ	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
AAP16077.1 inner membrane protein TolQ [Shigella flexneri 2a str. 2457T]|GCA_000007405.1_ASM740v1_protein	GCA_000007405.1_ASM740v1_protein	GCA_000007405.1	ASM740v1	AAP16077.1	AAP16077.1 inner membrane protein TolQ	Shigella flexneri 2a str. 2457T	Shigella	flexneri	2a str. 2457T
AAU41985.1 Na+-coupled flagellar stator MotP [Bacillus licheniformis DSM 13 = ATCC 14580]|GCA_000008425.1_ASM842v1_protein	GCA_000008425.1_ASM842v1_protein	GCA_000008425.1	ASM842v1	AAU41985.1	AAU41985.1 Na+-coupled flagellar stator MotP	Bacillus licheniformis DSM 13 = ATCC 14580	Bacillus	licheniformis	DSM 13 = ATCC 14580
AAZ25503.1 chemotaxis MotA protein [Colwellia psychrerythraea 34H]|GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ25503.1	AAZ25503.1 chemotaxis MotA protein	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
ACK74719.1 chemotaxis protein MotA (Motility protein A) [Borreliella burgdorferi ZS7]|GCA_000021405.1_ASM2140v1_protein	GCA_000021405.1_ASM2140v1_protein	GCA_000021405.1	ASM2140v1	ACK74719.1	ACK74719.1 chemotaxis protein MotA (Motility protein A)	Borreliella burgdorferi ZS7	Borreliella	burgdorferi	ZS7
CCG95070.1 Protein tolQ [Marinobacter nauticus ATCC 49840]|GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1	ASM28461v1	CCG95070.1	CCG95070.1 Protein tolQ	Marinobacter nauticus ATCC 49840	Marinobacter	nauticus	ATCC 49840
AKS91230.1 protein TolQ [Yersinia pestis 8787]|GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1	ASM118875v1	AKS91230.1	AKS91230.1 protein TolQ	Yersinia pestis 8787	Yersinia	pestis	8787
EDR32368.1 protein TolQ [Yersinia pestis biovar Orientalis str. IP275]|GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2	ASM16823v2	EDR32368.1	EDR32368.1 protein TolQ	Yersinia pestis biovar Orientalis str. IP275	Yersinia	pestis	biovar Orientalis str. IP275
AAL19689.1 tol protein, membrane-spanning inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]|GCA_000006945.2_ASM694v2_protein	GCA_000006945.2_ASM694v2_protein	GCA_000006945.2	ASM694v2	AAL19689.1	AAL19689.1 tol protein, membrane-spanning inner membrane protein	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella	enterica	subsp. enterica serovar Typhimurium str. LT2
ABM19051.1 MotA/TolQ/ExbB proton channel [Marinobacter nauticus VT8]|GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM19051.1	ABM19051.1 MotA/TolQ/ExbB proton channel	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
CCG94812.1 Flagellar motor component [Marinobacter nauticus ATCC 49840]|GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1	ASM28461v1	CCG94812.1	CCG94812.1 Flagellar motor component	Marinobacter nauticus ATCC 49840	Marinobacter	nauticus	ATCC 49840
AOU49824.1 flagellar motor stator protein MotA [Legionella pneumophila]|GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1	ASM175308v1	AOU49824.1	AOU49824.1 flagellar motor stator protein MotA	Legionella pneumophila	Legionella	pneumophila	
ACL73312.1 TolQ protein [Thioalkalivibrio sulfidiphilus HL-EbGr7]|GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL73312.1	ACL73312.1 TolQ protein	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
EAR29227.1 flagellar motor protein [Pseudoalteromonas tunicata D2]|GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR29227.1	EAR29227.1 flagellar motor protein	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
SHJ92591.1 biopolymer transport protein ExbB [Desulfatibacillum alkenivorans DSM 16219]|GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein	GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein	GCA_900142135.1	IMG-taxon	SHJ92591.1	SHJ92591.1 biopolymer transport protein ExbB	Desulfatibacillum alkenivorans DSM 16219	Desulfatibacillum	alkenivorans	DSM 16219
