feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	65215	66186	+							EP01_RS00385	972		old_locus_tag=EP01_00400
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	65215	66186	+	WP_038448251.1	WP_038448251.1		hypothetical protein			EP01_RS00385	972	323	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	66220	66900	-							EP01_RS00390	681		old_locus_tag=EP01_00405
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	66220	66900	-	WP_038448252.1	WP_038448252.1		L,D-transpeptidase			EP01_RS00390	681	226	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	67141	68892	+							EP01_RS00395	1752		old_locus_tag=EP01_00410
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	67141	68892	+	WP_038448253.1	WP_038448253.1		SpoIIE family protein phosphatase			EP01_RS00395	1752	583	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	68889	70622	-							EP01_RS00400	1734		old_locus_tag=EP01_00415
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	68889	70622	-	WP_038448254.1	WP_038448254.1		hypothetical protein			EP01_RS00400	1734	577	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	70619	71596	-							EP01_RS00405	978		old_locus_tag=EP01_00420
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	70619	71596	-	WP_038448255.1	WP_038448255.1		hypothetical protein			EP01_RS00405	978	325	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	71596	72180	-							EP01_RS00410	585		old_locus_tag=EP01_00425
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	71596	72180	-	WP_038448256.1	WP_038448256.1		hypothetical protein			EP01_RS00410	585	194	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	72180	73079	-							EP01_RS00415	900		old_locus_tag=EP01_00430
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	72180	73079	-	WP_226988015.1	WP_226988015.1		hypothetical protein			EP01_RS00415	900	299	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	73248	73772	+							EP01_RS00420	525		old_locus_tag=EP01_00435
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	73248	73772	+	WP_144313786.1	WP_144313786.1		hypothetical protein			EP01_RS00420	525	174	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	73816	74775	-							EP01_RS00425	960		old_locus_tag=EP01_00440
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	73816	74775	-	WP_038448257.1	WP_038448257.1		OmpA family protein			EP01_RS00425	960	319	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	74778	75587	-							EP01_RS00430	810		old_locus_tag=EP01_00445
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	74778	75587	-	WP_226988016.1	WP_226988016.1		MotA/TolQ/ExbB proton channel family protein			EP01_RS00430	810	269	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	75744	76175	+							EP01_RS00435	432		old_locus_tag=EP01_00450
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	75744	76175	+	WP_011165394.1	WP_011165394.1		hypothetical protein			EP01_RS00435	432	143	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	76172	77395	-							EP01_RS00440	1224		old_locus_tag=EP01_00455
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	76172	77395	-	WP_038448259.1	WP_038448259.1		hypothetical protein			EP01_RS00440	1224	407	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	77385	78794	-							EP01_RS00445	1410		old_locus_tag=EP01_00460
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	77385	78794	-	WP_038448260.1	WP_038448260.1		VWA domain-containing protein			EP01_RS00445	1410	469	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	78791	79843	-							EP01_RS00450	1053		old_locus_tag=EP01_00465
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	78791	79843	-	WP_226988017.1	WP_226988017.1		hypothetical protein			EP01_RS00450	1053	350	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	80007	86183	-							EP01_RS00455	6177		old_locus_tag=EP01_00470
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	80007	86183	-	WP_038448262.1	WP_038448262.1		hypothetical protein			EP01_RS00455	6177	2058	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	86212	91428	-							EP01_RS00460	5217		old_locus_tag=EP01_00475
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	86212	91428	-	WP_038448263.1	WP_038448263.1		FG-GAP repeat protein			EP01_RS00460	5217	1738	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	91415	96064	-							EP01_RS00465	4650		old_locus_tag=EP01_00480
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	91415	96064	-	WP_011165400.1	WP_011165400.1		FG-GAP repeat protein			EP01_RS00465	4650	1549	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96089	96283	-							EP01_RS00470	195		old_locus_tag=EP01_00485
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96089	96283	-	WP_038448264.1	WP_038448264.1		hypothetical protein			EP01_RS00470	195	64	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96373	96849	+							EP01_RS00475	477		old_locus_tag=EP01_00490
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96373	96849	+	WP_038448265.1	WP_038448265.1		hypothetical protein			EP01_RS00475	477	158	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96906	99908	+							EP01_RS00480	3003		old_locus_tag=EP01_00495
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	96906	99908	+	WP_038448266.1	WP_038448266.1		hypothetical protein			EP01_RS00480	3003	1000	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	99971	100246	-							EP01_RS00485	276		old_locus_tag=EP01_00500
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	99971	100246	-	WP_038451621.1	WP_038451621.1		KH domain-containing protein			EP01_RS00485	276	91	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	100430	101929	-					proS		EP01_RS00490	1500		old_locus_tag=EP01_00505
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	100430	101929	-	WP_038448267.1	WP_038448267.1		proline--tRNA ligase	proS		EP01_RS00490	1500	499	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	101948	103321	-							EP01_RS00495	1374		old_locus_tag=EP01_00510
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	101948	103321	-	WP_011165406.1	WP_011165406.1		sigma-54 dependent transcriptional regulator			EP01_RS00495	1374	457	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	103339	105543	-							EP01_RS00500	2205		old_locus_tag=EP01_00515
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	103339	105543	-	WP_038448268.1	WP_038448268.1		ATP-binding protein			EP01_RS00500	2205	734	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	105559	106098	-					ribH		EP01_RS00505	540		old_locus_tag=EP01_00520
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	105559	106098	-	WP_011165408.1	WP_011165408.1		6,7-dimethyl-8-ribityllumazine synthase	ribH		EP01_RS00505	540	179	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	106098	107228	-					ribB		EP01_RS00510	1131		old_locus_tag=EP01_00525
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	106098	107228	-	WP_011165409.1	WP_011165409.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		EP01_RS00510	1131	376	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	107231	107830	-							EP01_RS00515	600		old_locus_tag=EP01_00530
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	107231	107830	-	WP_038448269.1	WP_038448269.1		riboflavin synthase			EP01_RS00515	600	199	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	107916	109112	-							EP01_RS00520	1197		old_locus_tag=EP01_00535
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	107916	109112	-	WP_226988018.1	WP_226988018.1		hypothetical protein			EP01_RS00520	1197	398	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	109422	109748	-							EP01_RS00525	327		old_locus_tag=EP01_00540
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	109422	109748	-	WP_011165412.1	WP_011165412.1		CZB domain-containing protein			EP01_RS00525	327	108	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	109833	110327	-							EP01_RS00530	495		old_locus_tag=EP01_00545
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	109833	110327	-	WP_038448271.1	WP_038448271.1		hypothetical protein			EP01_RS00530	495	164	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	110343	110849	-							EP01_RS18420	507		old_locus_tag=EP01_00550
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	110343	110849	-	WP_088564429.1	WP_088564429.1		hypothetical protein			EP01_RS18420	507	168	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	110904	112016	-							EP01_RS00540	1113		old_locus_tag=EP01_00555
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	110904	112016	-	WP_038448272.1	WP_038448272.1		CapA family protein			EP01_RS00540	1113	370	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	112108	112491	-							EP01_RS00545	384		old_locus_tag=EP01_00560
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	112108	112491	-	WP_011165416.1	WP_011165416.1		methylglyoxal synthase			EP01_RS00545	384	127	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	112608	115196	-					clpB		EP01_RS00550	2589		old_locus_tag=EP01_00565
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	112608	115196	-	WP_038448273.1	WP_038448273.1		ATP-dependent chaperone ClpB	clpB		EP01_RS00550	2589	862	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	115255	115515	+							EP01_RS00555	261		old_locus_tag=EP01_00570
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	115255	115515	+	WP_226988019.1	WP_226988019.1		hypothetical protein			EP01_RS00555	261	86	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	116082	116915	+							EP01_RS00560	834		old_locus_tag=EP01_00575
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	116082	116915	+	WP_011165421.1	WP_011165421.1		flagellin			EP01_RS00560	834	277	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	117163	117936	+							EP01_RS00565	774		old_locus_tag=EP01_00580
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	117163	117936	+	WP_038448274.1	WP_038448274.1		hypothetical protein			EP01_RS00565	774	257	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	118046	118645	+							EP01_RS00570	600		old_locus_tag=EP01_00585
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	118046	118645	+	WP_038448275.1	WP_038448275.1		hypothetical protein			EP01_RS00570	600	199	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	118709	119857	+							EP01_RS00575	1149		old_locus_tag=EP01_00590
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	118709	119857	+	WP_038448276.1	WP_038448276.1		aminotransferase class V-fold PLP-dependent enzyme			EP01_RS00575	1149	382	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	119942	120694	+							EP01_RS00580	753		old_locus_tag=EP01_00595
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	119942	120694	+	WP_011165425.1	WP_011165425.1		cyclic nucleotide-binding domain-containing protein			EP01_RS00580	753	250	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	120753	121274	-							EP01_RS00585	522		old_locus_tag=EP01_00600
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	120753	121274	-	WP_011165426.1	WP_011165426.1		MarR family transcriptional regulator			EP01_RS00585	522	173	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	121329	124541	-							EP01_RS00590	3213		old_locus_tag=EP01_00605
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	121329	124541	-	WP_038448277.1	WP_038448277.1		efflux RND transporter permease subunit			EP01_RS00590	3213	1070	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	124544	125986	-							EP01_RS00595	1443		old_locus_tag=EP01_00610
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	124544	125986	-	WP_226988020.1	WP_226988020.1		TolC family protein			EP01_RS00595	1443	480	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	126155	126805	+							EP01_RS00600	651		old_locus_tag=EP01_00615
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	126155	126805	+	WP_038448279.1	WP_038448279.1		TetR/AcrR family transcriptional regulator			EP01_RS00600	651	216	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	126802	127413	-							EP01_RS00605	612		old_locus_tag=EP01_00620
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	126802	127413	-	WP_038448280.1	WP_038448280.1		hypothetical protein			EP01_RS00605	612	203	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	127561	128748	-							EP01_RS00610	1188		old_locus_tag=EP01_00625
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	127561	128748	-	WP_226988021.1	WP_226988021.1		hypothetical protein			EP01_RS00610	1188	395	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	129000	130058	-							EP01_RS00615	1059		old_locus_tag=EP01_00630
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	129000	130058	-	WP_011165432.1	WP_011165432.1		sigma-54 dependent transcriptional regulator			EP01_RS00615	1059	352	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	130245	131129	+							EP01_RS00620	885		old_locus_tag=EP01_00635
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	130245	131129	+	WP_011165433.1	WP_011165433.1		tyrosine-type recombinase/integrase			EP01_RS00620	885	294	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	131133	131732	-					recO		EP01_RS00625	600		old_locus_tag=EP01_00640
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	131133	131732	-	WP_015092087.1	WP_015092087.1		DNA repair protein RecO	recO		EP01_RS00625	600	199	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	131729	132715	-							EP01_RS00630	987		old_locus_tag=EP01_00645
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	131729	132715	-	WP_038448282.1	WP_038448282.1		hypothetical protein			EP01_RS00630	987	328	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	132813	133463	+							EP01_RS00635	651		old_locus_tag=EP01_00650
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	132813	133463	+	WP_011165436.1	WP_011165436.1		hypothetical protein			EP01_RS00635	651	216	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	133514	134620	+							EP01_RS00640	1107		old_locus_tag=EP01_00655
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	133514	134620	+	WP_011165437.1	WP_011165437.1		fatty acid desaturase			EP01_RS00640	1107	368	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	134711	135181	+							EP01_RS00645	471		old_locus_tag=EP01_00660
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	134711	135181	+	WP_038448283.1	WP_038448283.1		hypothetical protein			EP01_RS00645	471	156	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	135195	136724	-							EP01_RS00650	1530		old_locus_tag=EP01_00665
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	135195	136724	-	WP_038448284.1	WP_038448284.1		YiiX/YebB-like N1pC/P60 family cysteine hydrolase			EP01_RS00650	1530	509	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	136900	138366	+							EP01_RS00655	1467		old_locus_tag=EP01_00670
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	136900	138366	+	WP_011165440.1	WP_011165440.1		class I SAM-dependent methyltransferase			EP01_RS00655	1467	488	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	138384	139829	+							EP01_RS00660	1446		old_locus_tag=EP01_00675
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	138384	139829	+	WP_038448285.1	WP_038448285.1		adenylate/guanylate cyclase domain-containing protein			EP01_RS00660	1446	481	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	139861	140961	-							EP01_RS00665	1101		old_locus_tag=EP01_00680
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	139861	140961	-	WP_038448286.1	WP_038448286.1		hypothetical protein			EP01_RS00665	1101	366	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	140958	141425	-							EP01_RS00670	468		old_locus_tag=EP01_00685
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	140958	141425	-	WP_038448287.1	WP_038448287.1		hypothetical protein			EP01_RS00670	468	155	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	141628	142956	+							EP01_RS00675	1329		old_locus_tag=EP01_00690
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	141628	142956	+	WP_038448288.1	WP_038448288.1		transglycosylase SLT domain-containing protein			EP01_RS00675	1329	442	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	142944	143357	+							EP01_RS00680	414		old_locus_tag=EP01_00695
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	142944	143357	+	WP_226988022.1	WP_226988022.1		hypothetical protein			EP01_RS00680	414	137	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	143401	144303	-							EP01_RS00685	903		old_locus_tag=EP01_00700
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	143401	144303	-	WP_011165444.1	WP_011165444.1		LysR family transcriptional regulator			EP01_RS00685	903	300	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	144399	145376	+							EP01_RS00690	978		old_locus_tag=EP01_00705
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	144399	145376	+	WP_011165445.1	WP_011165445.1		TerC family protein			EP01_RS00690	978	325	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	145460	146089	+					thpR		EP01_RS00695	630		old_locus_tag=EP01_00710
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	145460	146089	+	WP_011165446.1	WP_011165446.1		RNA 2',3'-cyclic phosphodiesterase	thpR		EP01_RS00695	630	209	
