assembly	organism	refAccession	refStart	refEnd	refStrand	refDesc	senseMinusThreeAccession	senseMinusThreeStart	senseMinusThreeEnd	senseMinusThreeStrand	senseMinusThreeDesc	senseMinusTwoAccession	senseMinusTwoStart	senseMinusTwoEnd	senseMinusTwoStrand	senseMinusTwoDesc	senseMinusOneAccession	senseMinusOneStart	senseMinusOneEnd	senseMinusOneStrand	senseMinusOneDesc	sensePlusOneAccession	sensePlusOneStart	sensePlusOneEnd	sensePlusOneStrand	sensePlusOneDesc	sensePlusTwoAccession	sensePlusTwoStart	sensePlusTwoEnd	sensePlusTwoStrand	sensePlusTwoDesc	sensePlusThreeAccession	sensePlusThreeStart	sensePlusThreeEnd	sensePlusThreeStrand	sensePlusThreeDesc	antisenseMinusThreeAccession	antisenseMinusThreeStart	antisenseMinusThreeEnd	antisenseMinusThreeStrand	antisenseMinusThreeDesc	antisenseMinusTwoAccession	antisenseMinusTwoStart	antisenseMinusTwoEnd	antisenseMinusTwoStrand	antisenseMinusTwoDesc	antisenseMinusOneAccession	antisenseMinusOneStart	antisenseMinusOneEnd	antisenseMinusOneStrand	antisenseMinusOneDesc	antisensePlusOneAccession	antisensePlusOneStart	antisensePlusOneEnd	antisensePlusOneStrand	antisensePlusOneDesc	antisensePlusTwoAccession	antisensePlusTwoStart	antisensePlusTwoEnd	antisensePlusTwoStrand	antisensePlusTwoDesc	antisensePlusThreeAccession	antisensePlusThreeStart	antisensePlusThreeEnd	antisensePlusThreeStrand	antisensePlusThreeDesc
GCA_000012685.1_ASM1268v1	Myxococcus xanthus DK 1622 (d-proteobacteria)	ABF91581	7121748	7122458	+	"transporter, MotA/TolQ/ExbB proton channel family"	ABF87487	7118705	7119550	+	carotenoid synthesis regulator CarF	ABF88179	7106715	7107278	+	putative lipoprotein	ABF91467	7104967	7105563	+	putative lipoprotein	ABF92022	7122477	7122938	+	transport energizing protein TolR	ABF92906	7122942	7123730	+	TonB family protein	ABF89846	7123727	7125022	+	tolB protein	ABF90663	7131039	7134134	-	"outer membrane protein, OMP85 family"	ABF91709	7130506	7131030	-	putative lipoprotein	ABF92459	7129164	7130483	-	acyltransferase domain protein	ABF89258	7120552	7121586	-	hypothetical protein	ABF87078	7119621	7120436	-	glutamate racemase	ABF86413	7117912	7118688	-	hypothetical protein
GCA_000012685.1_ASM1268v1	Myxococcus xanthus DK 1622 (d-proteobacteria)	ABF90492	7995388	7996110	+	MotA/TolQ/ExbB proton channel family protein	ABF92847	7994224	7995222	+	"oxidoreductase, aldo/keto reductase family"	ABF91831	7993728	7994210	+	conserved hypothetical protein	ABF91208	7993277	7993582	+	hypothetical protein	ABF89902	7996114	7996548	+	"transport energizing protein, ExbD/TolR family"	ABF88855	7996565	7997371	+	"ferric siderophore transporter, periplasmic energy transduction protein TonB"	ABF92965	7998058	7999461	+	outer membrane efflux protein domain protein	ABF88701	8001896	8004721	-	"cation-transporting ATPase, E1-E2 family"	ABF86101	7999840	8000889	-	"iron-sulfur cluster-binding protein, Rieske family"	ABF88186	7997382	7997873	-	"transcriptional regulator, MarR family"	ABF87538	7990596	7992317	-	hypothetical protein	ABF89993	7989596	7990546	-	"ATPase, AAA family"	ABF86800	7987849	7989603	-	hypothetical protein
GCA_000012685.1_ASM1268v1	Myxococcus xanthus DK 1622 (d-proteobacteria)	ABF90777	8414623	8415360	-	MotA/TolQ/ExbB proton channel family protein	ABF89723	8421829	8423592	-	putative lipoprotein	ABF92097	8419792	8421810	-	sensory box histidine kinase	ABF88730	8417886	8419781	-	sensory box histidine kinase	ABF88330	8414012	8414500	-	"biopolymer transport protein, ExbD/TolR family"	ABF86057	8413402	8413986	-	adventurous gliding motility protein AglS	ABF87798	8412656	8413315	-	phosphoglycolate phosphatase	ABF92658	8409840	8410115	+	hypothetical protein	ABF90609	8406217	8407206	+	conserved hypothetical protein	ABF89212	8398323	8399234	+	hypothetical protein	ABF89935	8415686	8416576	+	general secretion protein E N-terminal domain protein	ABF92291	8416654	8417877	+	methionine-R-sulfoxide reductase/methionine-S-sulfoxide reductase	ABF92325	8423895	8424257	+	putative 6-pyruvoyl tetrahydrobiopterin synthase
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA03969	785786	786988	+	outer membrane transport energization protein ExbB	ABA03968	784074	785183	+	FMN-dependent alpha-hydroxy acid dehydrogenase	ABA03967	783183	783863	+	2OG-Fe(II) oxygenase	ABA03966	780447	782804	+	TonB-dependent receptor	ABA03970	786995	787465	+	outer membrane transport energization protein ExbD	ABA03971	787462	788265	+	TonB protein	ABA03972	788265	788825	+	invasion associated locus B	ABA03975	790808	791005	-	conserved hypothetical protein	ABA03974	789661	790011	-	transposase	ABA03973	789068	789709	-	ISRm2011-2 transposase protein	ABA03964	777526	779190	-	aminotransferase	ABA03959	771724	772848	-	hypothetical protein	ABA03958	770446	771345	-	Coenzyme PQQ biosynthesis protein B
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA04498	1360307	1361080	+	MotA/TolQ/ExbB proton channel	ABA04497	1359152	1360030	+	CDP-diacylglycerol--serine O-phosphatidyltransferase	ABA04496	1358310	1359053	+	Phosphatidylserine decarboxylase-related protein	ABA04495	1356230	1358188	+	"ABC transporter, transmembrane region"	ABA04499	1361107	1361937	+	OmpA/MotB	ABA04500	1362034	1363989	+	potassium transporter	ABA04501	1364148	1364561	+	rhodanese-like protein	ABA04506	1369239	1370444	-	beta-ketoacyl synthase	ABA04505	1367929	1369209	-	beta-ketoacyl synthase	ABA04504	1366904	1367836	-	lipid A biosynthesis acyltransferase	ABA04494	1355411	1356016	-	Conserved hypothetical protein 730	ABA04489	1350592	1350912	-	conserved hypothetical protein	ABA04488	1349205	1350296	-	conserved hypothetical protein
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA04528	1399602	1400558	+	outer membrane transport energization protein ExbB	ABA04517	1387199	1387444	+	hypothetical protein	ABA04503	1365734	1366849	+	"extracellular solute-binding protein, family 1"	ABA04502	1364577	1365728	+	aminotransferase	ABA04529	1400563	1401033	+	outer membrane transport energization protein ExbD	ABA04530	1401035	1401826	+	outer membrane transport energization protein TonB	ABA04535	1405861	1407318	+	"peptidase C14, caspase catalytic subunit p20"	ABA04533	1403252	1404193	-	"transcription factor jumonji, jmjC"	ABA04532	1402348	1403031	-	peptidase M50	ABA04531	1401884	1402297	-	conserved hypothetical protein	ABA04527	1397888	1399123	-	Secretion protein HlyD	ABA04526	1394603	1397737	-	Acriflavin resistance protein	ABA04525	1393812	1394252	-	hypothetical protein
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA05299	2228973	2230238	-	outer membrane transport energization protein ExbB	ABA05302	2233491	2233817	-	hypothetical protein	ABA05301	2232242	2233486	-	Secretion protein HlyD	ABA05300	2230308	2232245	-	"ABC transporter, ATPase subunit"	ABA05298	2228496	2228966	-	outer membrane transport energization protein ExbD	ABA05297	2227696	2228499	-	outer membrane transport energization protein TonB	ABA05296	2227075	2227545	-	hypothetical protein	ABA05295	2226414	2226977	+	nitroreductase	ABA05294	2224074	2226134	+	Ser-tRNA(Thr) hydrolase	ABA05293	2223472	2223936	+	hypothetical protein	ABA05304	2234669	2235043	+	transposase IS3/IS911	ABA05305	2235040	2236020	+	"helix-turn-helix, Fis-type"	ABA05315	2246844	2247122	+	hypothetical protein
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA05559	2522735	2523697	+	outer membrane transport energization protein ExbB	ABA05557	2521034	2521534	+	Fec I like protein	ABA05545	2504641	2505000	+	hypothetical protein	ABA05542	2501580	2502854	+	beta-lactamase	ABA05560	2523702	2524172	+	outer membrane transport energization protein ExbD	ABA05561	2524174	2524965	+	outer membrane transport energization protein TonB	ABA05565	2529273	2530037	+	conserved hypothetical protein	ABA05564	2527984	2529099	-	short-chain dehydrogenase/reductase SDR	ABA05563	2526016	2527869	-	glycoside hydrolase 15-related protein	ABA05562	2525226	2525579	-	conserved hypothetical protein	ABA05558	2521277	2522074	-	hypothetical protein	ABA05556	2518982	2520811	-	Siderophore synthetase component	ABA05555	2517265	2518953	-	Siderophore synthetase component
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA05973	2956005	2956718	-	Cell division and transport-associated protein TolQ	ABA05976	2958773	2959234	-	4-hydroxybenzoyl-CoA thioesterase	ABA05975	2957895	2958608	-	"transcriptional regulator, TetR family"	ABA05974	2957140	2957628	-	conserved hypothetical protein	ABA05972	2955518	2955973	-	Cell division and transport-associated protein TolR	ABA05971	2954463	2955515	-	Cell division and transport-associated protein TolA	ABA05970	2953068	2954420	-	TolB	ABA05959	2937015	2937626	+	metal dependent phosphohydrolase	ABA05958	2936392	2937018	+	DNA-3-methyladenine glycosylase I	ABA05957	2935514	2936395	+	Glycine cleavage T protein (aminomethyl transferase)	ABA05980	2961764	2962372	+	conserved hypothetical protein	ABA05987	2967933	2969918	+	transketolase	ABA05988	2970244	2971251	+	glyceraldehyde-3-phosphate dehydrogenase
GCA_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255 (a-proteobacteria)	ABA05996	2981511	2982587	+	conserved hypothetical protein	ABA05993	2975712	2976503	+	inositol monophosphatase	ABA05992	2974610	2975650	+	sel1-like repeat	ABA05991	2973912	2974613	+	thiamine monophosphate synthase	ABA05997	2982598	2983626	+	OmpA/MotB	ABA05998	2983846	2984295	+	"Acetyltransferase, GNAT family"	ABA06000	2986389	2986616	+	LSU ribosomal protein L31P	ABA06002	2987862	2988050	-	conserved hypothetical protein	ABA06001	2986724	2987272	-	Protein of unknown function DUF1465	ABA05999	2984357	2986240	-	"ABC transporter, ATP-binding/permease protein"	ABA05995	2979841	2981046	-	Secretion protein HlyD	ABA05994	2976673	2979834	-	hydrophobe/amphiphile efflux-1 HAE1	ABA05986	2967314	2967649	-	conserved hypothetical protein
GCA_000013405.1_ASM1340v1	Syntrophus aciditrophicus SB (d-proteobacteria)	ABC76751	896598	897344	+	tolQ protein	ABC76750	895474	896472	+	truncated lysyl-tRNA synthetase	ABC76749	894901	895464	+	protein translation Elongation Factor P (EF-P)	ABC76748	893762	894781	+	"L-lysine 2,3-aminomutase"	ABC76752	897356	897802	+	tolR protein	ABC76753	897799	898614	+	tolA protein	ABC76754	898678	900168	+	tolB protein	ABC76759	904681	905685	-	polysaccharide deacetylase	ABC76758	902915	904606	-	tetratricopeptide repeat family protein	ABC76757	901996	902991	-	hypothetical membrane protein	ABC76747	893401	893568	-	hypothetical cytosolic protein	ABC76742	888898	889101	-	hypothetical cytosolic protein	ABC76741	888653	888841	-	hypothetical cytosolic protein
GCA_000013405.1_ASM1340v1	Syntrophus aciditrophicus SB (d-proteobacteria)	ABC77078	1219445	1220356	-	chemotaxis protein	ABC77082	1222071	1222847	-	ABC-type Mn/Zn transport system ATPase component	ABC77081	1221131	1221955	-	"ABC-type Mn2+/Zn2+ transport systems, permease component"	ABC77079	1220313	1220849	-	hypothetical cytosolic protein	ABC77077	1218676	1219440	-	chemotaxis protein	ABC77064	1206673	1208091	-	sigma-54 dependent transcriptional regulator	ABC77063	1206189	1206647	-	response regulator CheY-like receiver domain	ABC77076	1218117	1218635	+	putative inhibitor of MCP methylation	ABC77075	1217704	1218084	+	chemotaxis protein	ABC77074	1215388	1217595	+	chemotaxis protein	ABC77080	1220868	1221140	+	hypothetical cytosolic protein	ABC77085	1224507	1225397	+	integrase/recombinase	ABC77086	1225404	1227113	+	tetratricopeptide repeat family protein
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD81321	2639863	2640492	-	MotA/TolQ/ExbB proton channel	ABD81324	2641957	2643051	-	fimbrial protein pilin	ABD81323	2641530	2641718	-	membrane protein	ABD81322	2640831	2641520	-	phosphoglycerate mutase	ABD81320	2639418	2639849	-	Biopolymer transport protein ExbD/TolR	ABD81319	2638327	2639412	-	lipid-A-disaccharide synthase	ABD81318	2637538	2638305	-	3-deoxy-D-manno-octulosonate cytidylyltransferase	ABD81311	2630516	2630932	+	"transcriptional regulator, BadM/Rrf2 family"	ABD81303	2570187	2570912	+	"Peptidase S26A, signal peptidase I"	ABD81298	2565220	2566413	+	SAM-dependent methyltransferase	ABD81334	2653885	2655540	+	response regulator receiver	ABD81347	2671104	2672003	+	"transcriptional regulator, LysR family"	ABD81348	2672073	2672843	+	conserved hypothetical protein
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD81419	2751386	2752126	-	MotA/TolQ/ExbB proton channel	ABD81422	2755593	2756393	-	"Chemotaxis phosphatase, CheZ"	ABD81421	2753278	2755581	-	"ATP-binding region, ATPase-like protein"	ABD81420	2752142	2753239	-	Protein-glutamate methylesterase	ABD81418	2750505	2751371	-	OmpA/MotB	ABD81417	2749498	2750298	-	"Cobyrinic acid a,c-diamide synthase"	ABD81416	2748344	2749501	-	CheW-like protein	ABD81412	2745410	2746174	+	short-chain dehydrogenase/reductase SDR	ABD81411	2744727	2745413	+	"HAD-superfamily hydrolase subfamily IA, variant 3"	ABD81410	2743902	2744612	+	3-demethylubiquinone-9 3-methyltransferase	ABD81428	2763004	2764203	+	TPR repeat	ABD81441	2774621	2775967	+	"MCP methyltransferase, CheR-type"	ABD81442	2775964	2777994	+	hypothetical protein
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD81792	3203887	3204582	-	MotA/TolQ/ExbB proton channel	ABD81795	3206568	3207089	-	crossover junction endodeoxyribonuclease RuvC	ABD81794	3205923	3206546	-	Holliday junction DNA helicase subunit RuvA	ABD81793	3204865	3205899	-	Holliday junction DNA helicase RuvB	ABD81791	3203452	3203880	-	Biopolymer transport protein ExbD/TolR	ABD81790	3202672	3203433	-	TonB-like protein	ABD81789	3201338	3202675	-	TolB-like protein	ABD81780	3192510	3193430	+	hypothetical protein	ABD81776	3187401	3188798	+	pyridine nucleotide-disulphide oxidoreductase dimerisation region	ABD81775	3186523	3187404	+	signal transduction protein	ABD81796	3207275	3207724	+	hypothetical protein	ABD81800	3217671	3218594	+	"transcriptional regulator, LysR family"	ABD81805	3227738	3228721	+	NAD-dependent epimerase/dehydratase
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD82072	3553189	3554583	+	MotA/TolQ/ExbB proton channel	ABD82071	3552389	3553192	+	hypothetical protein	ABD82068	3547392	3549008	+	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	ABD82067	3546753	3547319	+	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	ABD82073	3554580	3554975	+	MotA/TolQ/ExbB proton channel	ABD82074	3554980	3555387	+	Biopolymer transport protein ExbD/TolR	ABD82075	3555400	3556059	+	hypothetical protein	ABD82081	3560963	3561412	-	cyanate lyase	ABD82080	3560389	3560883	-	protein of unknown function DUF1348	ABD82078	3558852	3559418	-	Elongation factor P-like protein YeiP	ABD82070	3549930	3552161	-	TonB-dependent siderophore receptor	ABD82069	3549153	3549833	-	2OG-Fe(II) oxygenase	ABD82065	3542482	3543690	-	unsaturated uronyl hydrolase-like protein
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD82214	3758775	3759503	-	MotA/TolQ/ExbB proton channel	ABD82217	3760647	3763505	-	Tetratricopeptide TPR_2	ABD82216	3759917	3760609	-	TPR repeat	ABD82215	3759541	3759915	-	hypothetical protein	ABD82213	3758250	3758759	-	conserved hypothetical protein	ABD82212	3757693	3758250	-	biopolymer transport protein	ABD82211	3756714	3757691	-	hypothetical protein	ABD82204	3746414	3748138	+	pectate lyase-like protein	ABD82200	3739440	3740417	+	histidine kinase	ABD82195	3732199	3733890	+	putative amylase	ABD82220	3766116	3766877	+	conserved hypothetical protein	ABD82233	3780587	3783985	+	"ATP-binding region, ATPase-like protein"	ABD82234	3783982	3784893	+	response regulator receiver
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD82476	4096459	4097220	-	MotA/TolQ/ExbB proton channel	ABD82486	4102597	4103190	-	YceI	ABD82485	4101641	4102573	-	hypothetical protein	ABD82484	4101148	4101582	-	protein of unknown function DUF336	ABD82475	4095439	4096428	-	OmpA/MotB	ABD82474	4094810	4095373	-	conserved hypothetical protein	ABD82473	4094045	4094413	-	hypothetical protein	ABD82470	4091261	4092340	+	"ATP-binding region, ATPase-like protein"	ABD82469	4090789	4091241	+	response regulator receiver protein	ABD82468	4088258	4090786	+	"ATP-binding region, ATPase-like protein"	ABD82477	4097404	4097742	+	Exodeoxyribonuclease VII small subunit	ABD82478	4097750	4098637	+	farnesyl-diphosphate synthase	ABD82479	4098777	4099163	+	phosphoribosyl-AMP cyclohydrolase
GCA_000013665.1_ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	ABD82818	4522382	4523044	-	MotA/TolQ/ExbB proton channel	ABD82821	4524039	4526912	-	Tetratricopeptide region	ABD82820	4523384	4524052	-	TPR repeat	ABD82819	4523085	4523384	-	hypothetical protein	ABD82817	4521739	4522290	-	conserved hypothetical protein	ABD82816	4521203	4521739	-	biopolymer transport protein	ABD82815	4520224	4521201	-	conserved hypothetical protein	ABD82810	4517100	4517519	+	hypothetical protein	ABD82809	4515955	4517103	+	hypothetical protein	ABD82808	4514685	4515872	+	conserved hypothetical protein	ABD82837	4542644	4543132	+	hypothetical protein	ABD82838	4543262	4544854	+	glutamate-cysteine ligase	ABD82840	4545585	4546085	+	Disulphide bond formation protein DsbB
GCA_000014145.1_ASM1414v1	Cytophaga hutchinsonii ATCC 33406 (CFB group bacteria)	ABG59284	2351429	2352256	-	outer membrane transport energization protein ExbB	ABG59303	2370956	2373964	-	"CHU large protein; esterase-related protein, CBM9 module, carbohydrate esterase family 1 protein"	ABG59288	2355354	2356163	-	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	ABG59287	2354611	2355087	-	DNA-binding protein; DPS family protein	ABG59283	2350804	2351409	-	outer membrane transport energization protein ExbD	ABG59282	2350270	2350797	-	outer membrane transport energization protein ExbD	ABG59281	2349436	2350266	-	outer membrane transport energization protein TonB	ABG59272	2341710	2342222	+	hypothetical protein	ABG59271	2340982	2341527	+	adenine phosphoribosyltransferase	ABG59264	2334284	2335054	+	AMP nucleosidase	ABG59285	2352567	2353463	+	3-hydroxybutyryl-CoA dehydrogenase	ABG59286	2353486	2354520	+	conserved hypothetical protein	ABG59289	2356175	2357326	+	glycosyltransferase
GCA_000014145.1_ASM1414v1	Cytophaga hutchinsonii ATCC 33406 (CFB group bacteria)	ABG60812	4130161	4130865	+	outer membrane transport energization protein ExbB	ABG60811	4129057	4129983	+	conserved hypothetical protein	ABG60810	4126851	4129103	+	"b-glucosidase, glycoside hydrolase family 3 protein"	ABG60809	4125782	4126753	+	oxidoreductase	ABG60813	4130862	4131260	+	outer membrane transport energization protein ExbD	ABG60814	4131384	4132826	+	"amino acid/polyamine/organocation transporter, APC superfamily"	ABG60817	4134145	4134945	+	hypothetical protein	ABG60819	4135675	4136013	-	hypothetical protein	ABG60816	4133731	4134081	-	conserved hypothetical protein	ABG60815	4132908	4133606	-	conserved hypothetical protein	ABG60805	4123522	4123839	-	nitrogen regulatory protein P-II	ABG60804	4121951	4123291	-	ammonium transporter	ABG60803	4119616	4121886	-	possible sulfate transporter
GCA_000015125.1_ASM1512v1	Chlorobium phaeobacteroides DSM 266 (green sulfur bacteria)	ABL64659	677325	678071	+	outer membrane transport energization protein ExbB	ABL64657	673670	674992	+	serine hydroxymethyltransferase	ABL64656	672350	673639	+	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	ABL64654	669704	670183	+	conserved hypothetical protein	ABL64660	678078	678611	+	outer membrane transport energization protein ExbD	ABL64661	678613	679137	+	outer membrane transport energization protein ExbD	ABL64662	679216	679968	+	outer membrane transport energization protein TonB	ABL64665	680963	682162	-	acetylornithine aminotransferase apoenzyme	ABL64664	680704	680988	-	hypothetical protein	ABL64663	680022	680699	-	conserved hypothetical protein	ABL64658	675077	676987	-	DNA primase	ABL64655	670143	671999	-	carbamoyl-phosphate synthase large subunit	ABL64653	668754	669224	-	conserved hypothetical protein
GCA_000015125.1_ASM1512v1	Chlorobium phaeobacteroides DSM 266 (green sulfur bacteria)	ABL64907	981215	981892	+	Cell division and transport-associated protein TolQ	ABL64906	979611	981191	+	"protein of unknown function DUF92, transmembrane"	ABL64894	964638	966056	+	membrane protein involved in aromatic hydrocarbon degradation	ABL64890	953988	954719	+	glutamine amidotransferase class-I	ABL64908	981892	982311	+	Cell division and transport-associated protein TolR	ABL64909	982322	983218	+	Cell division and transport-associated protein TolA	ABL64910	983486	984814	+	WD40 domain protein beta Propeller	ABL64916	989528	989932	-	heat shock protein Hsp20	ABL64915	987387	989309	-	chaperone protein DnaK	ABL64914	986814	987248	-	photosystem P840 reaction center protein PscD	ABL64905	977433	979130	-	dihydroxyacid dehydratase	ABL64904	975704	977425	-	"acetolactate synthase, large subunit"	ABL64903	975215	975694	-	"acetolactate synthase, small subunit"
